obj_oracle_match,obj_oracle_match_unbiased,closed_attr_match,closed_obj_match,closed_match,closed_seen_match,closed_unseen_match,closed_ca,closed_seen_ca,closed_unseen_ca,closed_ub_attr_match,closed_ub_obj_match,closed_ub_match,closed_ub_seen_match,closed_ub_unseen_match,closed_ub_ca,closed_ub_seen_ca,closed_ub_unseen_ca,open_attr_match,open_obj_match,open_match,open_seen_match,open_unseen_match,open_ca,open_seen_ca,open_unseen_ca,open_ub_attr_match,open_ub_obj_match,open_ub_match,open_ub_seen_match,open_ub_unseen_match,open_ub_ca,open_ub_seen_ca,open_ub_unseen_ca,seen_closed_attr_all_bias_max,unseen_closed_attr_all_bias_max,hm_closed_attr_all_bias_max,AUC_attr,seen_closed_attr,unseen_closed_attr,hm_closed_attr,seen_open_attr_all_bias_max,unseen_open_attr_all_bias_max,hm_open_attr_all_bias_max,hm_open_attr_all_bias_max_sa,hm_open_attr_all_bias_max_un,seen_open_attr,hm_open_attr,biasterm,best_unseen,best_seen,AUC,hm_unseen,hm_seen,best_hm,a_epoch
0.29230770468711853,0.23076923191547394,0.29230770468711853,1.0,0.29230770468711853,0.0,0.3193277418613434,2.0,1.0,1.0,0.23076923191547394,1.0,0.23076923191547394,1.0,0.1596638709306717,2.0,1.0,1.0,0.29230770468711853,1.0,0.29230770468711853,0.0,0.3193277418613434,2.0,1.0,1.0,0.23076923191547394,1.0,0.23076923191547394,1.0,0.1596638709306717,2.0,1.0,1.0,1.0,0.31092438101768494,0.39263808727264404,0.2734912,1.0,0.1596638709306717,0.2753623127937317,1.0,0.31092438101768494,0.3926381,0.7272727489471436,0.2689075767993927,0.1596638709306717,0.2753623127937317,0.02070634998381138,0.3193277418613434,1.0,0.27387319968528123,0.2689075767993927,0.7272727489471436,0.39263805465150137,0
0.1846153885126114,0.10000000149011612,0.1846153885126114,1.0,0.1846153885126114,0.0,0.20168067514896393,2.0,1.0,1.0,0.10000000149011612,1.0,0.10000000149011612,1.0,0.016806723549962044,2.0,1.0,1.0,0.1846153885126114,1.0,0.1846153885126114,0.0,0.20168067514896393,2.0,1.0,1.0,0.10000000149011612,1.0,0.10000000149011612,1.0,0.016806723549962044,2.0,1.0,1.0,1.0,0.19327731430530548,0.2948073744773865,0.18220016,1.0,0.016806723549962044,0.03305785357952118,1.0,0.19327731430530548,0.29480737,0.7272727489471436,0.18487395346164703,0.016806723549962044,0.03305785357952118,0.05987410247325897,0.20168067514896393,1.0,0.18258212871046986,0.18487395346164703,0.7272727489471436,0.2948073769004782,1
0.13076923787593842,0.08461538702249527,0.13076923787593842,1.0,0.13076923787593842,0.0,0.1428571492433548,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.13076923787593842,1.0,0.13076923787593842,0.0,0.1428571492433548,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.13445378839969635,0.23095430433750153,0.13178,1.0,0.0,0.0,1.0,0.13445378839969635,0.2309543,0.8181818127632141,0.13445378839969635,0.0,0.0,0.08703216910362244,0.1428571492433548,1.0,0.13521772955179312,0.13445378839969635,0.8181818127632141,0.23095430024125824,2
0.1230769231915474,0.08461538702249527,0.1230769231915474,1.0,0.1230769231915474,0.0,0.13445378839969635,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.1230769231915474,1.0,0.1230769231915474,0.0,0.13445378839969635,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.1260504275560379,0.22140222787857056,0.124140576,1.0,0.0,0.0,1.0,0.1260504275560379,0.22140223,0.9090909361839294,0.1260504275560379,0.0,0.0,0.11480888724327087,0.13445378839969635,1.0,0.12796028229892498,0.1260504275560379,0.9090909361839294,0.2214022262220969,3
0.1230769231915474,0.08461538702249527,0.1230769231915474,1.0,0.1230769231915474,0.0,0.13445378839969635,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.1230769231915474,1.0,0.1230769231915474,0.0,0.13445378839969635,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.1260504275560379,0.21844661235809326,0.124522544,1.0,0.0,0.0,1.0,0.1260504275560379,0.21844661,0.8181818127632141,0.1260504275560379,0.0,0.0,0.14488248527050018,0.13445378839969635,1.0,0.12796028145938276,0.1260504275560379,0.8181818127632141,0.21844661284284791,4
0.11538461595773697,0.08461538702249527,0.11538461595773697,1.0,0.11538461595773697,0.0,0.1260504275560379,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.11538461595773697,1.0,0.11538461595773697,0.0,0.1260504275560379,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.11764705926179886,0.20571428537368774,0.116119176,1.0,0.0,0.0,1.0,0.11764705926179886,0.20571429,0.8181818127632141,0.11764705926179886,0.0,0.0,0.1706024408340454,0.1260504275560379,1.0,0.11955691722909667,0.11764705926179886,0.8181818127632141,0.20571428621301846,5
0.10000000149011612,0.08461538702249527,0.10000000149011612,1.0,0.10000000149011612,0.0,0.10924369841814041,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.10000000149011612,1.0,0.10000000149011612,0.0,0.10924369841814041,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.10084033757448196,0.18154311180114746,0.10045837,1.0,0.0,0.0,1.0,0.10084033757448196,0.18154311,0.9090909361839294,0.10084033757448196,0.0,0.0,0.17373377084732056,0.10924369841814041,1.0,0.10427807632910557,0.10084033757448196,0.9090909361839294,0.18154311936401857,6
0.0923076942563057,0.08461538702249527,0.0923076942563057,1.0,0.0923076942563057,0.0,0.10084033757448196,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.0923076942563057,1.0,0.0923076942563057,0.0,0.10084033757448196,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.09243697673082352,0.1678108274936676,0.09205501,1.0,0.0,0.0,1.0,0.09243697673082352,0.16781083,0.9090909361839294,0.09243697673082352,0.0,0.0,0.19335496425628662,0.10084033757448196,1.0,0.09587471548544713,0.09243697673082352,0.9090909361839294,0.16781083508630906,7
0.08461538702249527,0.08461538702249527,0.08461538702249527,1.0,0.08461538702249527,0.0,0.09243697673082352,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,0.0,0.09243697673082352,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.08403361588716507,0.1538461595773697,0.08365165,1.0,0.0,0.0,1.0,0.08403361588716507,0.15384616,0.9090909361839294,0.08403361588716507,0.0,0.0,0.21038295328617096,0.09243697673082352,1.0,0.08747135464178868,0.08403361588716507,0.9090909361839294,0.1538461583262012,8
0.06923077255487442,0.08461538702249527,0.06923077255487442,1.0,0.06923077255487442,0.0,0.07563025504350662,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,0.06923077255487442,1.0,0.06923077255487442,0.0,0.07563025504350662,2.0,1.0,1.0,0.08461538702249527,1.0,0.08461538702249527,1.0,0.0,2.0,1.0,1.0,1.0,0.06722689419984818,0.12519562244415283,0.066844925,1.0,0.0,0.0,1.0,0.06722689419984818,0.12519562,0.9090909361839294,0.06722689419984818,0.0,0.0,0.22531087696552277,0.07563025504350662,1.0,0.07066463278514046,0.06722689419984818,0.9090909361839294,0.1251956243815691,9
